4.013	45.589
8.067	156.006
3.27	41.484
9	156.08
2.766	37.404
9.77	156.138
2.372	33.334
10.448	156.186
2.044	29.269
11.063	156.228
1.762	25.208
11.633	156.266
1.512	21.148
12.167	156.3
1.288	17.088
12.673	156.331
1.084	13.027
13.154	156.361
0.896	8.964
13.614	156.388
0.723	4.898
14.057	156.413
0.561	0.825
14.483	156.438
0.408	-3.258
14.896	156.46
0.265	-7.358
15.296	156.482
0.129	-11.495
15.684	156.503
0	-16
16.062	156.523
-0.123	-20.497
16.431	156.542
-0.241	-24.622
16.79	156.561
-0.354	-28.707
17.142	156.578
-0.462	-32.773
17.485	156.596
-0.566	-36.827
17.822	156.612
-0.667	-40.874
18.152	156.628
-0.764	-44.914
18.475	156.644
-0.859	-48.951
18.793	156.659
-0.95	-52.983
19.105	156.673
-1.038	-57.013
19.412	156.688
-1.125	-61.04
19.714	156.701
-1.208	-65.065
20.011	156.715
-1.29	-69.089
20.303	156.728
-1.369	-73.11
20.592	156.741
-1.447	-77.131
20.876	156.753
-1.523	-81.151
21.156	156.766
-1.597	-85.169
21.432	156.778
-1.669	-89.186
21.705	156.789
-1.74	-93.203
21.974	156.801
-1.809	-97.218
22.24	156.812
-1.877	-101.234
22.502	156.823
-1.944	-105.248
22.762	156.834
-2.01	-109.262
23.018	156.845
-2.074	-113.275
23.272	156.855
-2.137	-117.288
23.522	156.865
-2.199	-121.3
23.77	156.875
-2.26	-125.312
24.016	156.885
-2.32	-129.324
24.259	156.895
-2.379	-133.335
24.499	156.904
-2.437	-137.346
24.737	156.914
-2.494	-141.356
24.973	156.923
-2.551	-145.366
25.206	156.932
-2.606	-149.376
25.437	156.941
-2.661	-153.386
25.667	156.95
-2.715	-157.395
25.894	156.958
-2.769	-161.404
26.119	156.967
-2.821	-165.413
26.342	156.975
-2.873	-169.422
26.563	156.984
-2.924	-173.43
26.782	156.992
-2.975	-177.438
27	157
-3.025	-181.446
27.216	157.008
-3.074	-185.454
27.43	157.016
-3.123	-189.462
27.642	157.024
-3.171	-193.469
27.853	157.031
-3.219	-197.477
28.062	157.039
-3.266	-201.484
28.27	157.046
-3.313	-205.491
28.476	157.054
-3.359	-209.498
28.68	157.061
-3.405	-213.504
28.883	157.068
-3.45	-217.511
29.085	157.075
-3.495	-221.518
29.285	157.082
-3.539	-225.524
29.484	157.089
-3.583	-229.53
29.682	157.096
-3.627	-233.536
29.878	157.103
-3.67	-237.542
30.073	157.11
-3.712	-241.548
30.266	157.116
-3.755	-245.554
30.459	157.123
-3.796	-249.56
30.65	157.13
-3.838	-253.566
30.84	157.136
-3.879	-257.571
31.029	157.142
-3.92	-261.577
31.217	157.149
-3.96	-265.582
31.403	157.155
-4.001	-269.588
31.589	157.161
-4.04	-273.593
31.773	157.167
-4.08	-277.598
31.956	157.173
-4.119	-281.603
32.138	157.179
-4.158	-285.608
32.32	157.185
-4.196	-289.613
32.5	157.191
-4.235	-293.618
32.679	157.197
-4.272	-297.623
32.857	157.203
-4.31	-301.627
33.034	157.209
-4.347	-305.632
33.21	157.214
-4.385	-309.637
33.386	157.22
-4.421	-313.641
33.56	157.226
-4.458	-317.646
33.734	157.231
-4.494	-321.65
33.906	157.237
-4.53	-325.655
34.078	157.242
-4.566	-329.659
34.249	157.248
-4.602	-333.663
34.419	157.253
-4.637	-337.668
34.588	157.258
-4.672	-341.672
34.756	157.263
-4.707	-345.676
34.924	157.269
-4.742	-349.68
35.091	157.274
-4.776	-353.684
35.257	157.279
-4.811	-357.688
35.422	157.284
-4.845	-361.692
35.586	157.289
-4.878	-365.696
35.75	157.294
-4.912	-369.7
35.913	157.299
-4.945	-373.704
36.075	157.304
-4.979	-377.708
36.236	157.309
-5.012	-381.711
36.397	157.314
-5.044	-385.715
36.557	157.319
-5.077	-389.719
36.716	157.324
-5.109	-393.722
36.875	157.328
-5.142	-397.726
37.032	157.333
-5.174	-401.73
37.19	157.338
-5.206	-405.733
37.346	157.343
-5.237	-409.737
37.502	157.347
-5.269	-413.74
37.657	157.352
-5.3	-417.744
37.812	157.356
-5.331	-421.747
37.966	157.361
-5.362	-425.75
38.119	157.365
-5.393	-429.754
38.272	157.37
-5.424	-433.757
38.424	157.374
-5.455	-437.76
38.576	157.379
-5.485	-441.764
38.727	157.383
-5.515	-445.767
38.877	157.388
-5.545	-449.77
39.027	157.392
-5.575	-453.773
39.176	157.396
-5.605	-457.776
39.325	157.401
-5.635	-461.779
39.473	157.405
-5.664	-465.783
39.62	157.409
-5.694	-469.786
39.767	157.413
-5.723	-473.789
39.913	157.417
-5.752	-477.792
40.059	157.422
-5.781	-481.795
40.205	157.426
-5.81	-485.798
40.349	157.43
-5.838	-489.801
40.494	157.434
-5.867	-493.804
40.638	157.438
-5.895	-497.806
40.781	157.442
-5.924	-501.809
40.924	157.446
-5.952	-505.812
41.066	157.45
-5.98	-509.815
41.208	157.454
-6.008	-513.818
41.349	157.458
-6.036	-517.821
41.49	157.462
-6.064	-521.824
41.63	157.466
-6.091	-525.826
41.77	157.47
-6.119	-529.829
41.909	157.474
-6.146	-533.832
42.048	157.477
-6.173	-537.834
42.187	157.481
-6.2	-541.837
42.325	157.485
-6.227	-545.84
42.462	157.489
-6.254	-549.842
42.599	157.492
-6.281	-553.845
42.736	157.496
-6.308	-557.848
42.872	157.5
-6.334	-561.85
43.008	157.504
-6.361	-565.853
43.144	157.507
-6.387	-569.855
43.279	157.511
-6.414	-573.858
43.413	157.515
-6.44	-577.86
43.547	157.518
-6.466	-581.863
43.681	157.522
-6.492	-585.865
43.814	157.525
-6.518	-589.868
43.947	157.529
-6.543	-593.87
44.08	157.532
-6.569	-597.873
44.212	157.536
-6.595	-601.875
44.343	157.539
-6.62	-605.878
44.475	157.543
-6.646	-609.88
44.606	157.546
-6.671	-613.882
44.736	157.55
-6.696	-617.885
44.866	157.553
-6.721	-621.887
44.996	157.557
-6.746	-625.89
45.126	157.56
-6.771	-629.892
45.255	157.564
-6.796	-633.894
45.383	157.567
-6.821	-637.896
45.512	157.57
-6.846	-641.899
45.64	157.574
-6.87	-645.901
45.767	157.577
-6.895	-649.903
45.894	157.58
-6.919	-653.906
46.021	157.584
-6.944	-657.908
46.148	157.587
-6.968	-661.91
46.274	157.59
-6.992	-665.912
46.4	157.593
-7.016	-669.914
46.525	157.597
-7.04	-673.917
46.65	157.6
-7.064	-677.919
46.775	157.603
-7.088	-681.921
46.9	157.606
-7.112	-685.923
47.024	157.609
-7.136	-689.925
47.148	157.613
-7.16	-693.927
47.271	157.616
-7.183	-697.929
47.394	157.619
-7.207	-701.932
47.517	157.622
-7.23	-705.934
47.64	157.625
-7.254	-709.936
47.762	157.628
-7.277	-713.938
47.884	157.631
-7.3	-717.94
48.006	157.634
